SiduriMakorPitzul,Siduri,MbNifkadGalKodem,wave,s_seker,MishkalMb,ozeret,tahasokaozeret,Meconit,k_ShaotOzeret,k_MispMeconiyot1,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot18up,Men18Up,Women18Up,Nefashot0_17,k_baalut1,m_DmeSchirutChodeshi,m_SetachMigrashBayitprati,k_mizug,m_ShuviDira,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,m_Mechirkarka,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,BituachMenahalimMb1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GemelVPizuyimMB1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HasakaPratit1,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,HeviDoch1,kHishMB1,kNeemanutMB1,kPensiaMB1,K_MispHadarim1,K_MispChadarimMegurim1,KamaGinaPratit1,KamaKarkaLoChaklait1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,KarkaChaklait1,KarkaLoChaklait1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MatbeaAlutBniya1,MatbeaBniya1,MatbeaChisachon1,MatbeaHutz1,MatbeaKnuya1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MenayotMB1,Minus1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,PikdonotMB1,PniyaBank1,SchumHalvaaLoDiyur1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,ShanaRechishaK1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,TChisachonMB1,TaarichRechishaB1,TaarichRechishaK1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,m_KesefMB1,m_SchumHalvaaDiyur1,GodelKarkaLoChaklait,MdidaKarkaLoChaklait,KarkaChaklaitSetach,MdidaKarkaChaklait,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,5403,2,2,2013,581.9126388,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,4,1,,,3,99999998,,,2,2,,,,,,,,70000,2,,,,2,,2,2,1,2,1,2,2,1,2,2,2,2,2,2,,4,5,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,2,1,,,2,,1,2,2,2,,,,,,,5,2,,,,0,2,2,1,,,2,,,,,4,5,99999999,,,2,4,2,,2,2,1,2,,1,2,1,2,1,2,2,2,1,2,1,2,,,,45,6,8,99999998,,,,,,,,,,,,,,,2,4,4,2,99999998,,,,,,1,,,,,,9548,9548
,5404,2,2,2013,1990.619956,99999999,,1,,99999999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,5405,2,2,2013,1028.680251,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,3,,,3,,,,2,2,0,1,,2,2,2,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,2,2,,99999998,1,30,2,,,,,,,3,,,,,,2,2,99999998,1,1,1,,1,,1,2,2,2,,,,,,,99999998,2,2,8,3,0,2,1,,,,2,,,,,3,3,,,,2,4,2,1,2,2,2,2,,3,2,2,2,2,2,2,2,2,,,99999998,1,,,40,3,99999998,,,,,,,,,,,,,,,,2,1,2,2,,,,,,,1,,,,,,8049,50849
,5406,2,2,2013,557.2906078,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,3,3,,,3,,,,2,1,15000,2,,,,,,,,,2,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,4,5,2,2,,2,,,2,2,2,2,1,2,2,3,,,,,,2,2,2,5,2,,,4,1,2,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,4,4,,,,2,4,2,2,1,2,,,,,2,2,2,1,2,2,2,2,,,2,,50000,,180,2,8,,,,,,,,,,,,,,,,2,1,8,2,,,,,,,1,,,,,,29632,29632
,5407,2,2,2013,535.8886988,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,4,1,,2000,2,,,,2,2,0,2,99999998,,,,2,,2,,,,2,,2,2,1,2,2,2,2,2,2,1,1,1,1,1,,3,3,1,,2,2,,,2,,,,,,,3,,,,,,2,2,2,4,4,,4,4,,4,2,1,1,,,,,,,6,2,,,,0,2,2,,0,,2,,,,,3,3,,,,2,4,2,2,,1,,,,,1,1,1,1,2,1,2,2,2,3,2,,,4,200,2,9,99999998,,,,,,,,,,,,,,,2,1,7,2,99999998,,,,,,1,,7,2,40,2,9464.833333,44664.83333
,5408,2,2,2013,356.5071192,2,,2,,,0,0,0,14400,0,0,0,0,0,0,0,5,2,1,1,3,1,,,2,99999998,,,1,2,99999998,1,,1,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,2,2,2,2,4,4,,,2,,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,1,,,,3,3,,450000,,2,3,2,2,2,2,4,4,1,2,2,1,1,2,2,2,2,2,1,,2,,,,72,3,99999998,,2011,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,2,125000,,,,,6795.645833,51195.64583
,5409,2,2,2013,331.078157,2,,1,,2,52068,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,2,3800,,2,,,,2,1,5000,1,,2,2,1,,,,,2,,,,2,2,2,2,2,1,1,2,1,2,2,2,,1,2,4,5,2,2,,2,,,,2,2,2,1,2,2,2,4000,,,60000,,2,2,2,5,4,,,2,1,3,2,2,2,,,,,,,7,2,,12,,0,2,2,,,1,2,,,,1,99999998,4,,,,2,4,2,1,1,2,,,,,2,2,2,2,2,1,2,2,,,1,2,15,,160,3,9,,,1,2014,22,,,,,,,1,2014,22,,,1,8,1,,,,,,,1,,,,,,4466,56534
,5410,2,2,2013,624.0578017,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,,2,99999998,,2,,,,,,,,,,,,,,,,99999998,,,,2,2,1,2,2,2,2,2,2,2,2,,,1,,,,2,2,,,,,,,,,,,,3,,,,,,,,,5,3,,,4,1,3,2,2,2,,,,,,,4,99999998,,,,0,2,2,,,,,,,,,,,,,,2,,,,1,2,,,,,2,1,1,1,2,2,2,2,,,,,,,99999998,5,9,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,0,13557
,5411,2,2,2013,437.3595143,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,,,3,1000000,,,1,1,99999998,1,,2,2,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,5,2,,2,2,2,,2,1,2,2,1,2,2,3,,,,,2,2,2,2,3,3,,,2,1,2,2,2,2,,,,,,,4,2,,12,,1,2,1,,,,2,1,,,,3,3,,915000,,2,4,2,1,1,2,4,7,2,4,2,1,2,1,2,2,1,2,1,,2,2,99999999,,85,3,9,,2013,,,,,,,,,,,,,,2,1,4,2,,3,,,,,1,120000,,,,,18280.83333,93880.83333
,5412,2,2,2013,746.2570311,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,1,,1,1,2,1800,,2,,,,2,1,10000,1,,2,2,1,,,,,2,,,,2,2,1,1,2,2,2,2,1,1,99999998,2,,2,2,4,5,2,2,,2,2,,,2,2,2,1,2,2,3,,,,,,2,2,2,1,1,,,2,,1,2,2,2,,,,,,,2,2,,12,2,0,2,2,,,,2,,,,,4,4,,,,2,,2,1,2,1,3,4,,4,2,1,2,1,2,2,2,2,,,2,1,40000,,99999998,1,3,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,21286.25,57286.25
,5413,2,2,2013,538.0945071,1,3,2,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,2,99999998,,,2,2,1000,1,,2,2,2,,,2,,,,2,,2,2,2,1,2,2,2,2,2,2,99999998,2,2,2,2,4,5,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,1,,1,2,2,2,,,,,,,4,2,,12,99999998,0,2,2,,,,2,0,,,,5,5,,99999998,,2,3,2,1,2,2,3,4,3,4,2,1,1,1,2,2,2,2,1,,2,1,,,56,6,99999998,,99999998,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,1,,,,,,31096,31096
,5414,2,2,2013,490.8474629,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,2,,2,2,3,,,2,,,,1,1,12000,1,,2,1,1,,,,,2,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,2,2,,1,2,,2,2,2,2,1,1,2,3,90000,,,1500,2,1,2,1,4,4,,,1,,2,2,2,2,,,,,,,1,2,,,,0,2,2,,,1,2,,,,1,4,3,,,,2,4,2,2,2,2,2,4,,2,1,2,1,1,2,2,1,2,,,1,,200000,,70,4,99999998,,,10,2013,21,,,,,,,10,2013,21,,,1,4,1,,,,,,,2,24000,,,,,4321.5,89521.5
,5415,2,2,2013,412.5725052,1,3,2,4,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,2,1,5000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,2,,2,2,2,,2,2,2,2,1,2,2,3,,,,,,2,2,2,3,1,,,2,,2,2,2,2,,,,,,,6,2,,12,3,0,2,2,,,,2,,,,,99999998,5,,99999998,,2,3,2,1,2,2,3,4,3,4,2,1,2,1,2,2,2,2,1,,2,1,35000,,59,1,3,,1965,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,1,,,,,,45060,45060
,5416,2,2,2013,200.236304,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,,2,2070,,3,,,,2,2,0,2,,,,,,,,,2,,,,2,2,1,2,1,2,2,2,2,2,2,2,,2,,3,3,1,2,,2,2,,,,,,,,,1,,,,,,2,2,2,3,2,,,2,,1,2,2,2,,,,,,,5,2,,,,0,2,2,,,,2,,,,,5,5,,,,2,3,2,2,,1,2,4,,2,2,2,2,1,2,2,2,2,,,2,,,,84,1,4,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,50988,98988
,5417,2,2,2013,200.236304,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,,2,2800,,3,,,,2,2,0,2,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,,3,3,1,2,,2,2,,,,,,,,,1,,,,,,2,2,2,3,2,,,2,,1,2,2,2,,,,,,,5,2,,,,0,2,2,,,,2,,,,,5,5,,,,2,4,2,2,,2,1,3,,2,2,2,2,2,1,2,2,2,,,2,,,,145,1,7,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,60264,60264
,5418,2,2,2013,481.9795908,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,1,1,,,3,,,,2,2,,,,,,,,,2,2,,,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,,4,5,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,4,3,,,3,1,2,2,2,2,,,,,,,1,2,,,,0,2,2,,0,,2,,,,,3,5,,,,2,3,2,,1,2,1,3,,2,2,2,2,1,2,2,2,2,2,3,2,,,,100,1,8,99999998,,,,,,,,,,,,,,,2,4,4,2,99999998,,,,,,1,,,,,,1884.166667,167484.1667
,5419,2,2,2013,350.8955376,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,7,,,3,,,,2,2,0,2,,,,,,,,,2,,,,2,2,1,2,1,2,2,2,2,2,2,2,,2,,3,3,2,2,,2,,,,,,,,,,2,,,,,,2,2,2,2,1,,,1,,1,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,,,,,4,3,,,,2,3,2,2,2,2,,,,,2,2,2,1,2,2,2,2,,,2,,,,60,1,1,,,,,,,,,,,,,,,,,1,8,2,,,,,,,2,,,,,,0,51600
,5420,2,2,2013,388.8446306,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,7,3,1,2,4,2,877,,3,,,,2,2,,,,,,,,,,,2,,,,2,2,1,2,1,2,2,2,2,2,2,2,,2,,4,3,2,2,,2,2,,,,,,,,,1,,,,,,2,2,2,3,3,,,2,,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,5,5,,,,2,4,2,,2,2,1,1,,2,2,2,1,2,2,2,2,2,,,2,,,,96,1,2,,,,,,,,,,,,,,,,,4,2,2,,,,,,,1,,,,,,42694,108694
,5421,2,2,2013,513.9652355,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,1,,,2,99999998,,,2,2,,,,,,,,,2,,,,2,,2,1,2,1,1,2,2,1,1,1,1,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,1,1,1,2,2,2,,,,,,,7,2,,,,0,2,2,,,,2,2,,,,4,3,,80000,,2,3,2,,1,1,2,4,1,2,2,1,2,1,2,2,2,2,1,,2,,,,55,2,7,,2002,,,,,,,,,,,,,,2,4,4,2,,99999998,,,,,2,,,,,,71485.83333,71485.83333
,5422,2,2,2013,649.7825671,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,4,,1,,800,3,,,,2,1,25000,1,,1,1,2,,,2,,,,2,,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,4,5,2,,2,1,,,2,2,2,2,1,2,2,1,99999998,,,,,1,2,1,3,2,,,3,1,2,2,2,2,,,,,,,1,99999998,1,12,10,0,2,2,,0,,2,,,,,3,5,,,,2,3,2,1,1,1,,,,,2,1,2,1,2,1,2,2,2,3,2,1,99999998,3,128,1,6,99999998,,0,,,,,,,,,,,,,2,1,8,1,99999998,,,,,,1,,,,,,0,198056
,5423,2,2,2013,361.6931247,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,10,7,2,5,3,1,,,3,99999998,,,2,2,0,2,,,,,,99999998,2,,,,2,,2,2,1,2,1,2,2,2,2,2,2,2,2,2,,3,3,2,,2,2,2,,2,,,,,,,1,,,,,,2,2,2,4,3,,,2,,2,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,,,,,5,5,99999998,,,2,3,2,2,2,2,1,1,,1,2,2,2,2,2,2,2,2,2,1,2,,,,190,2,7,99999998,,,,,,,,,,,,,,,2,1,2,2,99999998,,,,,,1,,,,,,100227,209427
,5424,2,2,2013,498.1902018,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,3,,3,,7,,,3,,,,2,2,1000,1,,2,2,2,,,,,2,,,,2,2,1,2,2,2,2,2,2,2,2,2,,2,,4,3,2,2,,2,1,12,,,,,,,,2,,,,,,2,2,2,1,1,1,,1,,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,5,5,,,,2,3,2,2,2,2,3,1,,1,2,2,2,2,2,2,2,2,,,2,,,,80,1,1,,,,,,,,,,,,,,,,,1,2,2,,,,,,,1,,,,,,33258.5,154741.5
,5425,2,2,2013,500.2019678,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,,1,,,2,99999998,,,2,2,,,,,,,,99999998,2,,,,2,,2,2,1,2,1,2,2,1,1,1,1,2,2,2,,4,5,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,4,3,,,2,1,2,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,,,,,3,3,99999998,,,2,4,2,,1,2,1,2,,1,2,1,2,1,2,2,2,2,2,1,2,,,,130,3,7,99999998,,,,,,,,,,,,,,,2,4,4,2,99999998,,,,,,3,,,,,,0,54124.5
,5426,2,2,2013,180.2601362,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,2,1,,,2,99999998,,,2,2,,,,,,,,,2,,,,2,,2,2,2,2,1,2,1,1,2,2,1,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,4,2,,,1,,2,2,2,2,,,,,,,5,2,,,,0,2,1,,,,2,1,,,,3,4,,400000,,2,3,2,,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,,2,,,,71,2,6,,2004,,,,,,,,,,,,,,2,4,4,2,,1,,,,,1,,,,,,513.3333333,176913.3333
,5427,2,2,2013,528.6126909,1,3,2,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,3,,,,2,2,,,,,,,,,2,,,,2,,2,2,2,2,1,2,2,1,2,2,2,2,2,2,,4,3,2,,2,2,1,40,2,,,,,,,3,,,,,,2,2,2,3,2,1,,1,,2,2,2,2,,,,,,,5,2,,,,0,2,2,,,,2,,,,,3,4,,,,2,4,2,,2,1,1,2,,1,2,2,2,2,2,2,2,2,3,,2,,,,80,6,4,,,,,,,,,,,,,,,,2,4,4,2,,,,,,,2,,,,,,17241.5,17241.5
,5428,2,2,2013,290.4803602,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,3,,,,2,2,2500,2,,,,,,,2,,,,2,,2,2,1,1,2,2,2,2,1,1,1,2,2,2,,4,5,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,1,1,1,,,1,,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,3,5,,,,2,4,2,2,2,2,1,2,,2,2,1,2,2,2,2,2,2,3,,2,,,,50,6,6,,,,,,,,,,,,,,,,2,1,4,2,,,,,,,1,,,,,,63798.33333,87798.33333
,5429,2,2,2013,163.3315843,1,3,2,2,,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,1,,300,3,99999998,,,2,2,,,,,,,,1200,2,,,,2,,2,2,1,2,2,2,2,2,1,1,1,2,2,2,,4,5,2,,2,2,,,2,,,,,,,3,,,,,,2,2,2,2,2,,,3,,1,2,2,2,,,,,,,8,2,,,,0,2,1,5,5,,2,,,,,4,4,50,,,2,3,2,,2,2,,,,,2,1,2,1,2,2,2,2,2,1,2,,,2,65,6,4,99999998,,,,,,,,,,,,,,,2,4,8,2,99999998,,,,,,2,,,,,,27080,52520
,5430,2,2,2013,327.8592667,1,1,2,2,,0,0,0,0,0,0,0,0,0,0,0,2,1,,1,1,1,,,3,99999998,,,2,2,,,,,,,,99999998,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,3,,1,2,2,2,,,,,,,5,2,,,,0,2,2,,,,2,,,,,99999998,3,99999998,,,2,99999998,2,,2,2,1,3,,2,2,1,2,1,2,2,2,2,2,1,2,,,,60,3,7,99999998,,,,,,,,,,,,,,,2,4,4,2,99999998,,,,,,2,,,,,,33024,33024
,5431,2,2,2013,512.0913655,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,3,1,,,2,,,,2,2,5000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,4,3,1,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,3,,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,3,3,,,,2,3,2,2,,1,1,3,,1,2,1,2,2,2,2,2,2,3,,2,,,,50,3,1,,,,,,,,,,,,,,,,2,1,4,2,,,,,,,4,,,,,,29159,89159
,5432,2,2,2013,367.7198098,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,2,1,,,3,,,,2,2,5000,1,,2,2,1,,,2,,,,2,,2,2,1,2,1,2,2,2,1,1,1,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,2,1,,,2,1,1,2,2,2,,,,,,,5,99999998,,,,0,2,2,,,,2,,,,,99999998,3,,,,2,3,2,2,1,2,1,2,,2,2,1,2,1,2,2,2,2,3,,2,,,,45,1,6,,,,,,,,,,,,,,,,1,1,4,2,,,,,,,2,,,,,,54008.875,147808.875
,5433,2,2,2013,176.7073113,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,90,2,,,,2,2,99999998,2,,,,,,,2,,,,2,,2,2,1,1,2,2,2,2,1,1,2,2,2,2,,4,3,2,,2,2,,,2,,,,,,,3,,,,,,2,2,2,3,1,,,3,,1,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,,,,,99999998,3,,,,2,4,2,2,2,2,,,,,2,2,2,2,2,2,2,2,3,,2,,,1,90,1,1,,,,,,,,,,,,,,,,2,1,8,2,,,,,,,2,,,,,,23150,23150
,5434,2,2,2013,257.8282487,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,3,,,3,,,,2,2,,,,,,,,,,,2,,,,2,2,1,2,2,2,2,2,1,1,1,2,2,2,,4,3,2,2,,2,2,,2,,,,,,,3,,,,,,2,2,2,3,3,,,3,1,2,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,,,,,4,4,,,,2,3,2,,1,2,99999998,99999998,,1,2,2,2,1,2,2,2,2,,,2,,,,70,6,99999998,,,,,,,,,,,,,,,,2,4,4,2,,,,,,,2,,,,,,0,0
,5435,2,2,2013,537.0586537,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,7,5,2,3,2,1,,,3,99999998,,,2,2,,,,,,,,99999998,2,,,,2,,2,2,1,1,2,2,2,2,1,1,1,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,4,3,,,2,1,1,2,2,2,,,,,,,6,2,,,,0,2,2,,,,2,,,,,4,3,99999998,,,2,4,2,,1,2,1,2,,1,2,2,2,2,2,2,2,2,2,1,2,,,,80,2,4,99999998,,,,,,,,,,,,,,,2,4,4,2,99999998,,,,,,2,,,,,,4417.833333,118417.8333
,5436,2,2,2013,612.0232644,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,6,2,2000,,3,,,,2,2,0,2,,,,,,,,,2,,,,2,2,1,1,1,2,2,2,1,1,1,2,,2,,4,4,2,2,,2,2,,,,,,,,,2,,,,,,2,2,2,2,2,,,99999998,,1,2,2,2,,,,,,,3,2,,,,0,2,2,,,,2,,,,,5,5,,,,2,4,2,2,2,2,1,2,,2,2,2,2,2,2,2,2,2,,,2,,,,35,1,1,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,13477,30106.18939
,5437,2,2,2013,339.4143385,2,,1,,1,0,0,0,0,0,12000,0,0,0,0,0,2,2,1,1,,2,4800,,2,,,,2,2,20000,1,,2,2,2,,,,,2,,,,2,2,2,2,1,2,1,2,2,2,1,1,,2,2,2,2,2,2,,1,2,,,,,,,,,3,50000,,,20000,,2,2,1,3,3,,,2,,1,2,2,2,,,,,,,6,2,,2,,1,2,2,,,1,2,,,,1,3,2,,,,2,3,2,1,2,2,3,8,,3,2,1,1,1,2,2,2,2,,,1,2,,,55,3,5,,,99999998,99999998,99999998,,,,,,,99999998,99999998,99999998,,,1,4,1,,,,,,,3,,,,,,0,48000
,5438,2,2,2013,369.0867454,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,2,800,,2,,,,2,2,4000,1,,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,,1,1,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,1,1,,,2,,1,2,2,2,,,,,,,2,2,,,,0,2,2,,,,2,,,,,2,2,,,,2,4,99999998,2,2,2,,,,,2,1,2,2,2,1,2,2,,,2,,,,40,2,99999998,,,,,,,,,,,,,,,,,1,6,2,,,,,,,3,,,,,,0,16134
,5439,2,2,2013,421.2910717,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,3,3,,,3,,,,2,2,0,2,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,3,2,2,,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,2,,1,2,2,2,,,,,,,99999998,2,,,,0,2,1,,,,2,,,,,99999998,3,,,,2,4,2,2,2,2,1,3,,2,2,2,2,2,2,2,2,2,,,2,,,,70,2,99999998,,,,,,,,,,,,,,,,2,1,4,2,,,,,,,3,,,,,,5364.166667,50844.16667
,5440,2,2,2013,87.84088602,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,1750,,2,,,,2,1,10000,1,,2,2,1,,,,,2,,,,2,2,1,2,2,1,2,2,2,2,1,2,,2,2,2,3,1,2,,2,2,,,2,2,2,1,2,2,3,,,,1000,,2,2,2,2,2,,,2,,1,2,2,2,,,,,,,1,2,,4,,0,2,2,,,,2,,,,1,2,3,,,,2,2,2,1,,1,,,,,2,2,2,2,2,2,1,2,,,1,2,20000,,37,2,3,,,,,,,,,,,,10,2013,17,,,1,6,2,,,,,,,2,,,,,,0,83300
,5441,2,2,2013,795.4704384,2,,2,,,0,0,0,31200,0,4200,0,0,0,0,0,3,2,1,1,1,1,,,2,1250000,,,1,2,0,1,,2,2,2,,,1,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,5,1,,2,1,2,,1,,,,,,,3,99999998,,,,2,2,2,1,4,3,,,3,,2,2,2,2,,,,,,,99999998,2,,,,0,2,2,,,,2,1,,,,3,3,,930000,,2,4,2,2,,2,4,3,1,4,2,1,2,2,2,2,2,2,1,,2,,,,75,5,5,,2010,0,,,,,,,,,,,,,1,1,4,1,,99999998,,,,,1,400000,,,,,13080.75,85280.75
