SiduriMakorPitzul,Siduri,MbNifkadGalKodem,wave,s_seker,MishkalMb,ozeret,tahasokaozeret,Meconit,k_ShaotOzeret,k_MispMeconiyot1,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot18up,Men18Up,Women18Up,Nefashot0_17,k_baalut1,m_DmeSchirutChodeshi,m_SetachMigrashBayitprati,k_mizug,m_ShuviDira,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,m_Mechirkarka,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,BituachMenahalimMb1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GemelVPizuyimMB1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HasakaPratit1,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,HeviDoch1,kHishMB1,kNeemanutMB1,kPensiaMB1,K_MispHadarim1,K_MispChadarimMegurim1,KamaGinaPratit1,KamaKarkaLoChaklait1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,KarkaChaklait1,KarkaLoChaklait1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MatbeaAlutBniya1,MatbeaBniya1,MatbeaChisachon1,MatbeaHutz1,MatbeaKnuya1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MenayotMB1,Minus1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,PikdonotMB1,PniyaBank1,SchumHalvaaLoDiyur1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,ShanaRechishaK1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,TChisachonMB1,TaarichRechishaB1,TaarichRechishaK1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,m_KesefMB1,m_SchumHalvaaDiyur1,GodelKarkaLoChaklait,MdidaKarkaLoChaklait,KarkaChaklaitSetach,MdidaKarkaChaklait,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,5365,2,2,2013,932.4669251,2,,1,,4,96000,0,0,0,0,0,36000,0,0,0,0,4,4,2,2,,1,,,2,1000000,,1000000,1,2,0,1,,2,2,2,2,,1,,,,2,,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,,2,1,2,,2,,,,,,,3,500000,,99999999,500000,2,1,1,1,5,3,,,4,1,3,2,2,2,,,,,,,7,1,,1,,1,2,1,,,1,2,2,,,1,3,3,,156000,,2,3,1,1,1,1,1,4,1,1,1,1,1,1,2,2,2,2,1,,1,2,,,180,2,6,,1998,10,2013,30,0,,,0,,,10,2013,30,,1,2,4,1,,8,,,,,5,150000,,,,,0,1082360.938
,5366,2,2,2013,501.5692475,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,,,1,750000,,,1,1,99999999,1,,2,1,1,1,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,,2,1,2,,2,2,2,2,1,2,2,3,,,,,2,1,2,1,3,3,,,2,1,1,2,2,2,,,,,,,1,2,,8,3,3,2,1,,,,2,1,,,,3,3,,620000,,2,1,2,1,1,2,5,10,2,8,2,2,1,1,2,2,2,2,1,,2,1,100000,,72,2,9,,2012,,,,,,,,,,,,,,2,1,4,2,,8,,,,,1,99999998,,,,,0,0
,5367,2,2,2013,973.9662657,2,,1,,2,0,0,0,0,0,0,0,0,86,0,0,6,4,2,2,2,1,,,1,4200000,,,1,2,30000,1,,2,1,1,1,,2,,,,2,,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,3,5,1,,2,1,2,,2,,,,,,,3,,11000,,,2,1,2,1,5,5,,,4,,4,2,2,2,,,,,,,7,2,,10,,1,2,1,,,,2,1,1,,,3,2,,3300000,,2,1,1,1,,1,2,5,2,1,1,1,1,1,1,1,2,1,1,,2,2,,,200,5,9,,2011,,,,12,2013,1,,,,,,,,2,2,3,2,,1,0,,100,,1,1300000,,,,,4417.833333,877387.75
,5368,2,2,2013,285.8501346,2,,1,,2,0,0,0,0,0,0,0,0,0,18000,0,3,2,1,1,1,1,,500,2,,,,2,1,20000,1,99999998,2,1,1,,,2,,,,2,,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,4,5,2,,2,2,,,2,2,2,2,1,2,2,3,,,,,,2,2,1,5,5,,,4,,3,2,1,2,,,,,,,5,2,,12,,0,2,2,,0,,2,,,,,2,3,,,,2,3,2,1,2,2,,,,,1,2,2,1,2,2,2,2,2,3,2,2,15000,3,200,5,5,99999998,,,,,,,,,,,,,,,2,1,8,2,99999998,,,,,,1,,,,17,2,0,318000
,5369,2,2,2013,539.2466862,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,1,3,,,3,,,,2,1,35000,1,,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,,2,,,2,2,2,2,1,2,2,3,,,,,,2,2,1,4,2,,,3,,1,2,2,2,,,,,,,1,2,,12,,0,2,1,,,,2,,,,,5,5,,,,2,3,2,1,2,2,,,,,1,1,1,1,2,2,2,2,,,2,2,190000,,70,3,8,,,,,,,,,,,,,,,,2,1,8,2,,,,,,,1,,,,,,51171.58333,161971.5833
,5370,2,2,2013,865.1930248,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,2,120,,2,,,,2,2,10000,1,,2,2,1,,,,,2,,,,2,2,1,2,2,2,2,2,1,1,2,2,,2,2,4,5,2,2,,1,2,,,,,,,,,3,10000,,,,,2,2,2,3,3,,,3,,2,2,2,2,,,,,,,5,2,,12,4,0,2,2,,,1,2,,,,,5,5,,,,2,4,2,1,2,2,2,4,,2,2,2,2,2,2,2,1,2,,,2,1,,,65,6,1,,,2,2014,18,,,,,,,,,,,,1,4,1,,,,,,,1,,,,,,86113,113713
,5371,2,2,2013,222.0641731,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,,,2,99999998,,,1,1,160000,1,99999998,2,1,1,,,2,,,,2,,2,2,2,2,1,1,2,2,1,1,2,1,99999998,2,2,2,3,2,,2,2,2,,2,2,2,2,1,2,2,3,,,,,2,2,2,2,3,3,,,3,,1,2,1,2,,,,,,,1,2,,12,99999998,0,2,2,,,,2,1,,,,3,3,,224000,,2,3,2,1,2,2,3,6,1,4,2,1,1,1,2,1,2,2,1,,2,1,99999998,,68,1,5,,1999,,,,,,,,,,,,,,1,2,4,2,,99999998,,,,,1,100000,,,13,2,27036,27037
,5372,2,2,2013,694.206231,1,1,1,1,1,0,0,0,0,0,0,0,0,0,36000,0,4,3,2,1,1,1,,,2,,,,2,2,70000,1,99999998,2,2,2,,,2,2,,,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,4,4,2,,2,1,2,,2,,,,,,,3,75000,,,,,1,2,1,3,3,,1,2,2,2,2,2,1,,,,,,,4,2,,12,2,0,2,2,,,1,2,,,,,5,5,,,,2,3,2,1,1,2,2,3,,2,2,2,2,1,2,2,2,2,3,,2,2,,,70,2,6,,,12,2013,31,,,,,,,,,,,2,2,4,1,,,,,,,1,,170,1,,,1925,163514
,5373,2,2,2013,509.7625622,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,5374,2,2,2013,222.2436613,2,,1,,2,156000,0,0,0,0,0,0,0,0,36000,0,3,3,2,1,,1,,2000,2,4000000,,,2,1,30000,1,5000000,1,2,1,1,99999998,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,,2,1,,,2,2,2,2,1,2,2,3,200000,50000,20000,100000,,1,1,1,5,5,,,4,,3,2,1,2,,,,,,,7,2,,9,,0,2,1,,,1,2,,1,1,1,3,3,99999998,,,2,4,1,1,2,2,,,,,2,2,2,1,2,2,1,2,2,1,1,2,300000,4,180,5,3,1955,,12,2013,31,12,2013,31,12,2013,31,12,2013,31,,2,1,8,1,99999998,,10,,,10000,1,,,,,,0,714000
,5375,2,2,2013,753.3179536,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,2,3000,,2,,,,2,1,7000,1,,2,2,1,,,,,2,,,,2,2,2,1,1,2,2,2,1,1,1,2,,2,2,4,3,2,2,,2,2,,,2,2,2,1,2,2,3,,,,,,2,2,2,3,3,,,2,,1,2,2,2,,,,,,,4,2,,12,5,0,2,2,,,,2,,,,,4,4,,,,2,3,2,1,2,2,3,3,,2,2,2,2,1,2,2,2,2,,,2,1,25000,,80,1,3,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,,,,,,15152,136352
,5376,2,2,2013,917.8139871,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,99999998,2,99999998,,,2,1,13000,1,,2,2,2,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,,2,2,,,2,2,2,2,1,2,2,3,,,,,,2,2,2,2,2,,,3,,1,2,2,2,,,,,,,99999998,2,,10,99999998,0,2,2,,,,2,,,,,2,2,,,,2,4,2,1,2,2,,,,,2,1,2,2,2,2,2,2,99999998,,2,1,30000,4,40,6,99999998,,,,,,,,,,,,,,,,2,1,8,2,,,,,,,3,,,,,,2987.5,112987.5
,5377,2,2,2013,652.3700299,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,99999998,1,99999998,,,2,2,99999998,1,,2,2,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,3,3,2,,2,2,,,2,,,,,,,3,,,,,,2,2,2,3,1,,,2,1,1,2,2,2,,,,,,,6,2,,,,0,1,2,,,,2,,,,,2,5,,99999998,,2,,2,99999998,1,1,,,99999998,,2,2,1,1,2,2,2,2,1,,2,,,4,99999998,1,99999998,,99999998,,,,,,,,,,,,,,2,1,8,2,,99999998,,,,,99999998,,,,,,0,15200
,5378,2,2,2013,572.9770902,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,9,4,2,2,5,1,,,3,,,,2,1,99999998,1,,1,1,1,,,2,,,,2,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,,2,1,2,,2,2,2,2,1,2,2,3,,,,,,2,2,2,3,3,,,4,,1,2,2,2,,,,,,,4,2,,12,5,0,2,2,,0,,2,,,,,5,5,,,,2,3,2,1,,2,1,2,,1,2,1,1,1,2,1,2,1,2,3,2,1,200000,,110,3,7,1992,,,,,,,,,,,,,,,,2,1,2,99999998,,,,,,1,,,,,,14036.66667,74779.66667
,5379,2,2,2013,685.7142488,2,,2,,,0,0,0,0,0,6000,0,0,0,0,0,2,2,1,1,,3,,,1,,,,2,2,1200,1,,2,2,1,,,,,2,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,,2,2,,2,,,,,,,3,,,,100000,,1,99999998,1,4,3,,,2,,2,2,2,2,,,,,,,4,2,,4,,2,2,2,,,,2,,,,1,2,3,,,,2,3,99999998,1,2,2,5,13,,4,2,2,2,2,2,2,2,2,,,1,2,,,101,3,5,,,,,,,,,,,,12,2013,31,,2,1,4,2,,,,,,,3,,,,,,0,70400
,5380,2,2,2013,1729.709484,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,2,99999998,,2,,,,2,1,99999999,1,,2,2,1,,,,2,1,1,,,2,2,2,2,1,2,2,1,2,2,2,2,,2,2,2,5,2,2,,2,,,,2,2,2,1,2,2,3,,,,,,2,2,1,1,1,,,1,1,1,2,2,2,,,,,,,6,2,,5,,0,2,2,,,,99999999,,,,,99999998,4,,,,2,4,2,1,1,2,,,,,2,2,2,2,2,2,2,2,,,2,2,99999999,,30,2,5,,,,,,,,,,,,,,,,,1,8,2,,,,,,,1,,,,,,0,48000
,5381,2,2,2013,285.9535929,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,,1,,10000,1,,,,1,1,99999998,1,99999998,2,2,1,1,,2,,,,2,,2,1,1,2,1,1,2,2,2,2,99999998,2,1,1,2,4,5,2,,2,2,,,2,1,2,2,2,2,2,3,,,,,2,2,2,2,5,5,,,4,,3,2,1,2,,,,,,,2,2,,1,2,0,2,1,,,,2,,,,,99999998,3,,,,2,3,2,1,2,2,,,,,2,2,2,2,2,1,1,2,3,,2,1,99999999,4,160,5,6,,,,,,,,,,,,,,,,1,1,7,2,,,,,,,2,99999998,,,,,0,35771.91667
,5382,2,2,2013,589.2526434,2,,1,,1,0,0,0,0,0,2000,0,0,0,0,0,5,3,1,2,2,2,3500,,2,,,,2,1,18000,1,,1,1,1,,,,2,1,1,,,2,2,1,2,1,1,2,2,1,1,2,2,,2,2,4,5,2,2,,1,1,45,,2,2,2,1,2,2,3,,7000,20000,,,1,1,1,4,3,1,,2,,2,2,2,2,,,,,,,4,2,,12,1,1,2,2,,,,2,,1,1,,4,5,,,,2,4,1,1,2,2,3,5,,2,2,1,2,1,2,2,2,2,,,2,1,3000,,110,5,8,,,,,,12,2013,10,12,2013,10,,,,,,1,4,2,,,70,,30,,1,,,,,,4417.833333,182817.8333
,5383,2,2,2013,628.096182,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,1,3,,,2,,,,2,1,5000,2,,,,,,,,,2,,,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,5,2,2,,2,2,,2,2,2,2,1,2,2,3,,,,,,2,2,1,4,3,,,3,,2,2,2,2,,,,,,,5,2,,12,12,0,2,2,,,,2,,,,,4,4,,,,2,4,2,1,2,2,2,3,,3,2,1,2,1,2,2,2,2,,,2,1,5000,,120,3,5,,,,,,,,,,,,,,,,2,1,4,2,,,,,,,1,,,,,,0,145658.25
,5384,2,2,2013,916.1857386,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,3,,1,,,1,99999998,,,1,2,99999998,1,,1,2,1,2,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,99999998,1,2,,99999998,3,2,,2,2,1,99999998,1,,,,,,,3,,,,,2,1,2,1,4,4,1,,2,1,2,2,2,2,,,,,,,2,2,,,,0,2,1,,,,2,,,,,3,3,,99999998,,2,1,2,2,1,1,2,3,1,2,2,1,2,1,2,2,2,1,1,,2,,,,100,1,99999998,,2000,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,99999998,99999998,,,,,0,75600
,5385,2,2,2013,532.9339468,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,1,2,1380,,2,,,,1,2,20000,1,,2,1,1,,,,,2,,,,2,2,1,1,2,2,2,2,2,1,2,2,,2,2,4,3,1,2,,2,2,,,,,,,,,3,,,,,2,2,2,2,3,3,,,2,,2,2,2,2,,,,,,,7,2,,12,3,0,2,2,,,,2,,,,,99999998,4,,,,2,4,2,1,,2,1,4,,1,2,1,2,1,2,2,2,2,,,2,1,,,148,5,99999998,,,,,,,,,,,,,,,,,1,4,2,,,,,,,1,39000,,,,,1925,126925
,5386,2,2,2013,500.2293625,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,7,5,2,3,2,1,,,2,,,,2,2,99999998,1,,1,1,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,1,99999998,2,2,2,2,3,2,,2,99999998,2,,1,,,,,,,3,99999998,,,,,99999998,99999998,99999998,3,3,,,4,1,2,2,2,2,,,,,,,6,2,,12,,0,2,2,,0,,2,,,,,3,3,,,,2,4,99999998,1,1,2,1,2,,1,1,1,1,1,2,2,2,2,2,3,99999998,2,,,300,3,7,99999998,,0,,,,,,,,,,,,,2,1,1,1,99999998,,,,,,3,,,,,,0,5000
,5387,2,2,2013,495.1688326,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,,3,,,2,,,,99999998,,99999998,1,,2,2,2,2,,,,99999998,,,,2,2,2,2,2,2,2,2,2,2,2,99999998,1,2,,3,99999998,2,2,,99999998,,,2,,,,,,,3,,,,,,99999998,99999998,99999998,4,4,,,4,1,3,2,2,2,,,,,,,5,2,,,,2,2,1,,,,99999998,,,,,99999998,2,,,,2,,99999998,99999998,1,2,,,,,2,2,2,1,2,2,1,2,,,99999998,,,,99999998,1,99999998,,,,,,,,,,,,,,,,2,1,7,99999998,,,,,,,99999998,,,,,,0,207600
,5388,2,2,2013,468.1458205,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,2,1800,,3,,,,2,2,,,,,,,,,,,2,,,,2,2,2,1,2,2,2,2,2,2,99999998,2,,2,,4,5,2,2,,2,2,,,,,,,,,3,,,,,,2,2,2,1,1,,,99999998,,1,2,2,2,,,,,,,99999998,2,,,,0,2,2,,,,2,,,,,5,5,,,,2,4,2,,2,2,99999998,1,,99999998,2,1,2,2,2,2,2,2,,,2,,,,9,6,99999998,,,,,,,,,,,,,,,,,4,4,2,,,,,,,1,,,,,,0,7000
,5389,2,2,2013,908.3029964,1,3,2,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,2,99999998,,,2,2,99999998,2,,,,,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,5,2,,2,2,2,,2,,,,,,,2,,,,,,2,2,2,4,4,,,2,2,1,2,2,2,,,,,,,7,2,,,,0,2,2,,,,2,,,,,3,3,,99999998,,2,4,2,2,1,2,3,5,3,4,2,1,2,1,2,2,2,2,1,,2,,,,90,4,4,,99999998,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,2,,,,,,33408,33408
,5390,2,2,2013,503.0007745,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,2,700,,2,,,,2,2,10000,1,,1,1,1,,,,,2,,,,2,2,2,2,1,2,2,1,1,2,1,2,,2,2,4,5,1,2,,1,2,,,,,,,,,3,,,,,,1,2,1,1,1,,,1,,1,2,2,2,,,,,,,2,2,,6,,0,2,2,,,,2,,,,,4,5,,,,2,99999998,2,1,,2,2,4,,1,2,1,1,1,1,2,2,2,,,2,2,,,50,1,99999998,,,,,,,,,,,,,,,,,1,1,2,,,,,,,3,,,,,,0,21200
,5391,2,2,2013,1231.995887,2,,2,,,0,0,0,0,0,41400,0,0,0,0,0,3,2,1,1,,2,4400,,1,,,,1,1,25000,1,,2,1,1,,,,2,1,1,,,2,1,2,2,1,2,2,2,1,2,1,2,,2,2,4,5,1,2,,1,2,,,2,1,1,1,2,2,3,5000,,,,2,1,2,1,4,4,,,2,,2,2,2,2,,,,,,,5,2,,10,7,1,2,2,,,2,2,,,,,3,3,,,,2,4,2,1,,2,4,7,,2,2,2,1,2,2,2,2,2,,,2,1,250000,,109,5,9,,,1,2014,1,,,,,,,,,,,,1,4,1,,,,,,,1,1000000,,,,,4466,255266
,5392,2,2,2013,723.5374551,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,2,1,,,2,1500000,,,1,1,26000,1,,1,1,1,,,2,,,,2,,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,4,4,1,,2,1,2,,2,2,2,1,1,2,2,1,,,,27000,2,1,2,1,4,3,,,1,,2,2,2,2,,,,,,,5,2,99999998,12,12,1,2,2,,,,2,2,,,1,4,3,,165000,,2,3,2,1,,2,4,7,2,3,2,1,2,1,2,2,2,2,1,,1,1,160000,,100,3,6,,1994,,,,,,,,,,2,2014,4,,2,1,4,2,,9,,,,,1,55000,,,,,6843.083333,276978.0833
,5393,2,2,2013,454.3868753,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,8,6,3,3,2,1,,,1,,,,2,1,10000,1,99999998,1,1,1,,,2,,,,2,,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,4,5,2,,2,2,2,,2,2,2,2,1,2,2,3,,,,,,2,2,2,4,3,,,4,1,2,2,1,2,,,,,,,5,2,,12,5,0,2,2,,0,,2,,,,,5,5,,,,2,4,2,1,1,1,1,1,,1,2,1,1,1,2,2,2,2,2,3,2,1,15000,,150,3,6,1995,,,,,,,,,,,,,,,2,1,1,2,99999998,,,,,,3,,,,400,1,24950.33333,34550.33333
,5394,2,2,2013,621.7882225,2,,1,,1,0,0,0,28000,0,0,0,0,0,0,0,1,1,1,,,6,,,2,,,,2,2,2000,1,,2,2,2,,,,,2,,,,2,2,2,2,2,1,2,2,2,2,2,2,,2,,1,1,2,2,,2,1,20,,,,,,,,3,,,,28000,,2,2,2,1,1,1,,2,,2,2,2,2,,,,,,,2,2,,,,0,2,2,,,,2,,,,1,2,1,,,,2,4,2,2,2,2,,,,,2,1,2,1,2,2,2,2,,,1,,,,35,2,2,,,,,,,,,,,,3,2014,9,,,1,6,2,,,,,,,5,,,,,,0,57250
,5395,2,2,2013,824.7103436,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62400
,5396,2,2,2013,534.4987103,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,2,1,,350,1,99999999,,,1,,99999999,1,,1,2,1,2,99999999,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,99999999,1,1,,3,3,2,,2,99999999,,,2,,,,,,,3,,,,,2,99999999,99999999,99999999,5,5,,,4,,5,2,2,2,,,,,,,1,2,,,,0,1,1,,,,99999999,,,,,3,3,99999999,,,2,4,99999999,99999999,2,2,,,,,2,2,2,1,2,2,2,2,2,1,99999999,,,2,200,3,7,1998,,,,,,,,,,,,,,,2,1,8,99999999,4,,,,,,99999999,99999999,,,,,4281.666667,502965.6667
,5397,2,2,2013,433.2762709,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,3,,,3,,,,2,2,0,99999998,,,,,,,,,2,,,,2,1,99999998,2,1,2,2,2,2,2,2,2,2,2,,3,3,2,2,,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,4,1,1,2,2,2,,,,,,,99999998,2,,,,0,2,2,,,,2,,,,,2,3,,,,2,4,2,2,1,2,1,1,,1,2,1,2,1,2,2,2,2,,,2,,,,99,6,99999998,,,,,,,,,,,,,,,,2,1,1,2,,,,,,,1,,,,,,79137,79137
,5398,2,2,2013,190.2298317,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,6,,,2,,,,2,1,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,,3,3,2,2,,99999998,,,,1,2,2,2,2,2,3,,,,,,2,2,1,2,2,,,3,1,1,2,2,2,,,,,,,4,2,,,,0,2,1,,,,2,,,,,2,2,,,,2,4,2,,1,2,,,,,2,2,2,1,2,1,2,2,,,2,,15000,,42,4,6,,,,,,,,,,,,,,,,,4,8,2,,,,,,,2,,,,,,0,0
,5399,2,2,2013,484.1949563,1,3,2,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,2,172500,,,2,2,1000,1,,2,2,1,,,2,,,,2,,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,3,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,2,,1,2,2,2,,,,,,,4,2,,3,,0,2,2,,,,2,7,,,,4,4,,20000,,2,4,2,1,2,2,2,6,3,2,2,2,2,1,2,2,2,2,1,,2,2,,,70,2,3,,99999998,,,,,,,,,,,,,,1,1,4,2,,99999998,,,,,2,,,,,,34004.25,34004.25
,5400,2,2,2013,339.0840886,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,3,,,2,,,99999998,1,2,25000,1,350000,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,3,3,2,2,,1,,,2,,,,,,,3,99999998,,,99999998,2,1,2,1,3,3,,1,2,1,1,2,2,1,,,,,,,2,1,,,,0,2,2,,,,2,,,,,3,3,,,,2,4,2,2,1,2,,,,,2,2,2,2,2,1,1,2,,,1,,,,80,3,9,,,0,,,,,,,,,0,,,,2,1,8,1,,,,,,,5,830000,650,1,,,29825,409121
,5401,2,2,2013,149.9368775,2,,1,,1,0,0,0,0,0,0,0,136000,0,0,0,3,2,1,1,1,1,,2000,1,1500000,,,1,2,20000,1,99999998,2,2,1,,1200000,2,,,,2,,2,2,2,2,2,1,2,2,2,1,2,1,2,1,,3,3,2,,2,1,,,2,,,,,,,3,2400,,,,2,1,2,1,5,5,,,4,3,5,2,1,2,,4,,,,,7,2,,,,0,2,2,1,1,1,1,,,,,4,4,100000,,,2,3,2,2,1,1,,,,,1,1,2,1,2,1,2,1,2,2,2,,,4,187,4,9,2013,,3,2014,4,,,,,,,,,,,2,1,8,1,12,,,,,,5,450000,,,10,2,47335,307575
,5402,2,2,2013,1137.791131,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,,,1,1600000,,,1,1,20000,1,,1,1,1,2,,2,,,,2,,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,3,4,2,,2,2,2,,2,2,2,2,1,2,1,3,,,,,2,2,2,1,5,5,,,3,1,3,2,2,2,,,,,,,6,2,,6,1,1,2,2,,,,2,1,,,,3,3,,1150000,,2,4,2,1,1,2,3,5,2,2,2,1,1,1,2,2,2,2,1,,2,1,70000,,126,5,9,,2009,,,,,,,,,,,,,,2,1,3,2,,99999998,,,,,2,600000,,,,,4466,136466
