Siduri,wave,s_seker,MisparPrat,MishkalPrat,MishkalOrech,Leom,YachasKirvaKalkali,SemelAnaf1,SemelAnafY1,SemelMishlach1,SemelMishlachY1,ShaotBdk,TchunatAvodaBederechKlal,TchunatAvodaShnatit,TchunatAvodaShvuit,Yachas1,Min1,gil1,Mazav1,MisparMeshivP1,Zminut1,SibaLoZamin1,ChipesChodesh1,MekomotAvoda1,MamadAvoda1,MekabelSachar1,Yamim1,C_SachLemaase1,Oved351,MisraMelea1,IkaritPachot351,MikumAvoda11,AvadShana1,MamadAvoday1,MekabelSacharY1,YamimY1,ShaotAvodaY1,Oved35Y1,MisraMeleaY1,MikumAvodaY11,KamaAvadK1,SibaIkarit12Chod1,ChipesShana1,K_SemelMiktzLim1,K_SemelMiktzLim2,K_ShnatAliya,K_ShnLimKlali,M_eretz,M_eretzav,M_eretzem,MisparAchrai,SafaNosefetAcheret,SafaNosefetAnglit,SafaNosefetAravit,SafaNosefetIdish,SafaNosefetIvrit,SafaNosefetLoYodea,SafaNosefetRusit,SafaNosefetSfaradit,SafaNosefetZarfatit,dat,DatAteist,DatiutLoYehudi,datiutyehudi,MatzavBriut,BeayaBriut,BeayaMafria,KoshiHalicha,KoshiLevush,KoshiLehitrachetz,KoshiMB,KoshiZikaron,KoshiReia,KoshiShmia,MaonGanYesodi,Limudim,MaonGan,BateySeferLamad,BSYsh,Kita,TeudaGvoha,TeudaEretz,MiktzLim1MadaeiHevra,MiktzLim1Asakim,MiktzLim2MadaeiHevra,MiktzLim2Asakim,KriaHanaa,IvritDibur,IvritKria,IvritKtiva,misparav,misparem,K_Gova,K_Mishkal,K_SafaIkarit,K_SfatEm,K_sug_mosad,NifkadGalKodemH,Avad12Hodashim,ShanaAzmai,BrutoSachir,kamaAvadNY1,brutoazmaishnati1,schumbituach1,achnbruavodkodem1,schumsmartafut1,schummeshekbayit1,schumachnshiurprati1,schumachnhartzaa1,schumachacherz1,misparhodashimsmartafut1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimhartzaa1,misparhodashimachacher1,rechevkalul1,havraakalul1,matanakalul1,maanakkalul1,hishtatfutkalul1,tashlumacherkalul1,pitzuyimkalul1,pidyonkalul1,achnsmartafut1,achnmeshekbayit1,achnshiurprati1,achnhartzaa1,achacherz1,bituach1,misparhodashimbituah1,kamaAvadN2,hatavotLoBBruto,SacShnati_LePrat,Tlush1,Ofen_Mehush1,HashavAni1,PaamAchronaChashavAni1,KamaAvaddY1
24,4,2016,1,1183.6791165,1208.4548835,2,2,,,,,0,0,5,6,1,1,68,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,3,1,1,1,,0,0,0,0,0,1,0,0,0,3,,4,,2,2,,,,,,1,1,1,,1,,1,,,7,,,,,,2,3,4,4,,,9,10,2,2,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
24,4,2016,2,1233.4357053,2727.5488861,2,1,P,,4,,40,1,2,1,2,2,60,1,,,,,1,1,1,5,40,,0,,,,,,,,,,,0,,,,,,5,1,1,1,,0,1,0,0,0,0,0,0,0,3,,,,2,2,,,,,,1,1,1,,1,,1,,,2,,,,,,2,3,3,3,,,6,7,2,2,,1,12,,5000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,60000,2,,4,,
25,4,2016,1,626.541709,1272.1770543,1,1,,,,,0,0,5,6,1,2,80,4,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,4,1,1,3,,0,0,1,0,0,0,0,0,0,1,,,5,3,2,,,,,,3,1,1,,1,,1,,,,,,,,,5,,,,,,3,6,1,1,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
29,4,2016,1,788.76957213,1684.2889567,1,1,C,,7,,35,1,2,1,1,2,64,1,,,,,1,1,1,5,35,,0,,1,,,,,,,,,0,,,,,,3,1,3,3,,0,0,0,0,0,1,0,0,0,1,,,,2,2,,,,,,3,1,1,,1,,1,,,7,,,,,,5,,,,,,4,5,1,1,,1,12,,4142.2727273,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,49707.272727,,,3,3,
29,4,2016,2,739.46965309,,1,2,,,,,0,0,5,6,2,1,70,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,2,,3,,,,0,0,0,0,0,1,0,0,0,1,,,,3,99999998,,,,,,1,3,2,,1,,1,,,7,,,,,,2,,,,,,4,99999998,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
30,4,2016,1,1580.9829185,3442.794795,1,1,G,,5,,45,1,2,1,1,1,50,1,,,,,1,1,1,6,45,,0,,,,,,,,,,,0,,,,,,3,1,3,3,,0,0,0,0,0,1,0,0,0,1,,,5,1,2,,,,,,1,1,1,,1,,1,,,7,,,,,,1,,,,,,6,9,1,1,,1,12,,10000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,120000,2,,4,,
30,4,2016,2,1470.3339456,,1,2,J,,2,,43,1,2,1,2,2,47,1,,,,,1,1,1,5,43,,0,,,,,,,,,,,0,,,,,,5,1,3,3,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,3,,,,,,4,,,,,,6,3,1,1,,1,12,,11000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,132000,2,,4,,
30,4,2016,3,1610.5627595,,1,3,G,,5,,55,1,2,1,3,1,21,5,,,,,1,1,1,6,55,,0,,1,,,,,,,,,0,,,,,,4,1,1,1,,0,0,0,0,0,1,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,7,,,,,,2,,,,,,7,8,1,1,,2,12,,7000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,84000,2,,4,,
30,4,2016,4,1501.6974997,,1,3,,J,,9,0,0,1,6,3,1,18,5,,,,2,,,,,0,,0,,,1,1,1,5,40,,,1,0,,2,,,,,1,1,1,,0,1,0,0,0,0,0,0,0,1,,,,1,1,3,1,1,1,2,1,1,1,,2,,2,1,12,,,,,,,2,,,,,,8,4,1,1,,2,0.5,,1800,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,900,2,,,,0.5
30,4,2016,5,1320.4179593,1967.9052942,1,3,,,,,0,0,,,3,1,10,,1,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,1,,0,0,0,0,0,1,0,0,0,1,,,,1,,,,,,,1,1,1,,2,,,1,4,,,,,,,2,,,,1,2,1,1,1,1,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
32,4,2016,1,721.98488508,,1,1,R,,5,,45,1,2,1,1,1,40,5,,,,,1,1,1,6,45,,0,,1,,,,,,,,,0,,,,,,4,1,2,3,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,1,,,,,,2,,,,,,5,5,1,1,,2,12,,5550.4166667,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,66605,,,4,,
32,4,2016,2,673.18264396,,1,3,,,,,0,0,,,6,1,80,1,,,,,,,,,0,,0,,,2,,,,,,,,0,,,,,1,2,2,,,,0,0,0,1,1,0,0,0,0,1,,,,3,1,1,3,2,2,4,2,2,2,,1,,1,,,7,,,,,,4,1,1,1,,,4,3,1,6,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,3,
32,4,2016,3,639.47241662,,1,3,,,,,0,0,5,6,6,2,71,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,2,5,3,,,,0,1,0,0,0,0,0,0,0,1,,,,2,2,,,,,,1,1,1,,1,,1,,,1,,,,,,4,1,1,1,,,3,3,1,2,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
33,4,2016,1,648.09377971,1400.8277009,1,1,M,,2,,38,1,2,1,1,2,80,1,,,,,1,1,1,5,38,,0,,,,,,,,,,,0,,,1,2,2,6,3,,,,0,1,0,0,1,0,0,0,1,1,,,2,2,2,,,,,,1,1,1,,1,,1,,,4,1,,,,,4,1,1,1,,,4,5,1,10,1,1,12,,10000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,120000,2,,4,,
33,4,2016,2,652.57760441,1212.0634566,1,2,M,,2,,45,1,2,1,2,1,80,1,,,,,1,2,,5,45,,0,,,,,,,,,,,0,,,7,,2,6,3,,,,0,1,0,0,0,0,0,0,1,1,,,,2,2,,,,,,1,1,1,,1,,1,,,4,1,,,,,4,1,1,1,,,5,6,1,10,1,1,12,2015,0,12,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,150000,,2,4,,
34,4,2016,1,877.54914615,,1,1,,,,,0,0,5,6,1,2,80,4,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,2,1,1,1,,0,0,0,0,1,0,0,0,0,1,,,1,3,1,2,3,3,3,3,3,2,2,,1,,1,,,7,,,,,,3,1,1,1,,,4,7,1,5,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
35,4,2016,1,1368.1562412,,1,1,M,,2,,38,1,2,1,1,2,35,1,,,,,1,1,1,5,38,,0,,,,,,,,,,,0,,,6,,,6,1,3,1,,0,1,1,0,0,0,0,0,0,1,,,5,1,2,,,,,,1,1,1,,1,,1,,,4,1,,2,,,2,,,,,,4,2,1,1,1,1,12,,13194.166667,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,158330,,,4,,
35,4,2016,2,1352.8159905,,1,3,,,,,0,0,,,3,2,5,,1,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,1,,0,0,0,0,0,1,0,0,0,1,,,,1,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,5,1,99999998,99999998,1,1,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
35,4,2016,5,1372.7056664,,1,2,M,,2,,45,1,2,1,2,1,38,1,,,,,1,1,1,5,45,,0,,,,,,,,,,,0,,,6,,,6,1,2,2,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,4,1,,2,,,2,,,,,,8,9,1,1,1,1,12,,11156.166667,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,133874,,,4,,
35,4,2016,6,1352.8159905,,1,2,,,,,0,0,,,3,1,2,,1,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,1,,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,5,1,99999998,99999998,,,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
36,4,2016,1,299.92789168,580.73752543,1,1,,G,,7,0,0,2,4,1,1,65,1,,1,,1,,,,,0,,0,,,1,1,1,6,50,,,2,0,,,,,,6,1,3,3,,0,0,0,0,1,0,0,0,0,1,,,,2,2,,,,,,2,1,2,,1,,1,,,3,,,,,,2,2,1,1,,,6,6,1,13,,1,12,,13000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,156000,2,,2,3,12
36,4,2016,2,431.96081429,389.83351394,1,2,,,,,0,0,5,6,2,2,62,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,4,1,2,1,,0,0,0,0,0,1,0,0,0,1,,,,2,1,3,2,1,1,1,1,1,2,,1,,1,,,1,,,,,,4,,,,,,3,6,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,2,3,
37,4,2016,1,1273.2192374,1994.9539858,1,1,,,,,0,0,5,6,1,2,77,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,2,1,3,3,,0,0,1,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,3,,1,,1,,,7,,,,,,2,,,,,,3,2,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,3,
37,4,2016,2,1433.3758325,2070.1697113,1,2,,,,,0,0,5,6,2,1,80,1,,2,2,2,,,,,0,,0,,,2,,,,,,,,0,2,2,,,2,2,2,,,,1,0,0,1,0,0,0,0,0,1,,,,2,1,3,1,1,1,1,1,1,1,,1,,1,,,7,,,,,,4,2,2,2,,,7,7,1,12,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
38,4,2016,1,670.43280852,2005.6976994,1,1,,,,,0,0,5,6,1,1,79,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,2,2,,,2,2,3,,,,0,0,0,0,1,0,0,0,0,1,,,,2,2,,,,,,1,1,1,,1,,1,,,,,,,,,5,1,3,4,,,3,12,1,13,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
38,4,2016,2,595.52277205,1378.622407,1,2,,,,,0,0,5,6,2,2,73,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,2,1,3,3,,0,0,0,0,0,1,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,,,,,,,2,,,,,,2,11,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
40,4,2016,2,940.5690197,,1,1,S,,3,,27,3,2,2,6,1,65,4,,,,,1,1,1,5,27,,2,,,,,,,,,,,0,,,,,,6,1,1,1,,0,0,0,0,1,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,2,,3,,,7,,,,,,4,1,1,1,,,6,9,5,5,,1,12,,6439,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,77268,2,,4,,
41,4,2016,1,877.54914615,1311.9895102,1,1,,,,,0,0,5,6,1,2,74,4,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,3,1,2,2,,1,0,0,1,0,0,0,0,0,1,,,1,2,1,2,1,1,1,1,1,1,1,,1,,1,,,1,,,,,,4,,,,,,3,5,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
42,4,2016,1,1395.6918282,1692.5259851,1,1,,,,,0,0,5,6,1,2,69,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,2,5,2,,,,0,0,0,0,1,0,0,0,0,1,,,1,2,1,3,2,1,1,2,2,2,3,,1,,1,,,1,,,,,,2,1,1,1,,,4,9,1,5,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
42,4,2016,2,1469.2666808,,1,2,,,,,0,0,5,6,2,1,67,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,6,1,1,1,,0,0,0,0,1,0,0,0,0,1,,,,2,2,,,,,,2,2,2,,1,,1,,,7,,,,,,4,1,1,1,,,5,6,5,5,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
43,4,2016,1,848.81281111,,1,1,,,,,0,0,5,6,1,2,66,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,4,4,2,,,,1,0,0,1,0,0,0,0,0,1,,,1,3,1,2,3,2,1,2,1,1,1,,1,,1,,,7,,,,,,4,,,,,,5,8,1,1,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
44,4,2016,2,625.3778504,1187.0198689,1,1,,,,,0,0,5,6,1,2,73,4,,2,2,2,,,,,0,,0,,,2,,,,,,,,0,2,2,,,,5,1,2,2,,0,1,0,1,0,0,0,0,1,1,,,5,2,2,,,,,,1,1,1,,1,,1,,,3,,,,,,4,,,,,,3,4,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
45,4,2016,1,3266.8069176,,1,1,P,,2,,40,1,2,1,1,1,34,1,,,,,1,1,1,5,40,,0,,1,,,,,,,,,0,,,7,5,,6,1,1,1,,0,1,0,0,0,0,0,0,0,1,,,2,2,2,,,,,,1,1,1,,1,,1,,,6,2,,,1,,2,,,,,,9,9,1,1,,2,12,,33753.166667,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,405038,,,4,,
45,4,2016,2,3388.2474079,,1,2,P,,2,,998,3,2,3,2,2,28,1,,,,,1,1,3,3,998,2,2,,2,,,,,,,,,8,,,5,,8,6,2,,,,0,0,0,0,1,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,2,,1,,,5,2,2,,,,3,1,2,2,,,6,3,4,4,,2,12,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,,,4,,
48,4,2016,2,1162.7741339,1263.1461707,1,1,C,,1,,47,1,2,1,1,1,61,3,,,,,1,1,1,6,47,,0,,,,,,,,,,,0,,,5,5,,6,1,1,4,,0,1,0,0,0,0,0,0,0,1,,,5,2,2,,,,,,1,1,1,,1,,1,,,4,1,6,,4,,3,,,,,,6,13,1,1,1,1,12,,10000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,120000,2,,4,,
49,4,2016,1,726.92968146,994.90608545,1,1,,,,,0,0,5,6,1,2,80,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,2,1,,6,1,2,1,,0,1,0,0,0,0,0,0,0,1,,,3,3,1,2,2,1,1,2,1,1,2,,1,,1,,,4,1,,,,,3,,,,,,3,5,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
49,4,2016,2,841.92823831,1565.0138842,1,2,,,,,0,0,5,6,2,1,80,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,,5,1,2,1,,0,1,0,1,0,0,0,0,0,1,,,,3,1,3,1,2,1,2,1,1,1,,1,,1,,,3,,,,,,3,,,,,,6,7,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
49,4,2016,3,863.79940461,,1,3,,,,,0,0,,,5,1,25,5,,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,1,1,1,,0,0,0,0,0,0,0,0,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
51,4,2016,1,687.43302791,386.58979918,1,1,,,,,0,0,5,6,1,2,65,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,8,2,1,,,6,1,2,2,,0,1,0,0,0,0,0,0,0,1,,,,2,2,,,,,,1,1,1,,1,,1,,,4,1,,,,,4,,,,,,3,5,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
51,4,2016,2,775.02585323,401.95810202,1,2,,,,,0,0,5,6,2,1,67,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,8,2,1,,,6,1,2,1,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,2,,1,,1,,,4,1,,,,,4,,,,,,6,6,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
52,4,2016,2,404.65130346,329.60335766,1,1,,,,,0,0,5,6,3,2,53,5,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,5,,,5,1,3,3,,0,1,0,0,0,0,0,0,0,1,,,,2,2,,,,,,2,2,2,,1,,1,,,4,1,6,,,,5,,,,,,3,5,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,2,3,
52,4,2016,3,442.24559868,637.67938617,1,3,,,,,0,0,,,5,2,5,,2,,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,2,2,1,,0,0,0,0,0,1,0,0,0,1,,,,1,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,2,1,1,1,1,,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,
54,4,2016,1,626.541709,1272.1770543,1,1,,,,,0,0,5,6,1,2,80,4,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,1,3,3,,,,0,1,0,0,1,0,0,0,0,1,,,4,2,2,,,,,,1,1,2,,1,,1,,,7,,,,,,4,1,1,1,,,2,4,1,2,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
55,4,2016,1,618.19994406,641.56138219,1,1,,,,,0,0,5,6,1,1,80,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,8,,,6,1,2,2,,0,1,0,0,0,0,0,0,1,1,,,5,2,1,3,1,1,1,1,2,1,2,,1,,1,,,6,2,,,,,4,,,,,,4,4,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
55,4,2016,2,584.89980776,673.88895575,1,2,,,,,0,0,5,6,2,2,80,1,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,9,,,6,1,2,2,,1,1,0,0,0,0,0,0,0,1,,,,2,1,3,2,1,1,1,2,2,1,,1,,1,,,5,2,,,,,3,,,,,,3,5,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
56,4,2016,1,974.53761678,1022.8359822,1,1,,,,,0,0,5,6,1,2,80,4,,2,5,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,2,2,4,,,,0,0,0,0,1,0,0,0,1,1,,,3,2,1,1,1,1,1,3,2,2,2,,1,,1,,,7,,,,,,1,2,2,2,,,4,5,1,2,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
58,4,2016,1,406.23594284,497.60024249,1,1,,,,,0,0,5,6,1,2,68,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,2,2,,,,4,1,3,1,,0,0,0,0,0,1,0,0,0,1,,,,3,1,1,3,1,1,2,1,1,1,,1,,1,,,1,,,,,,3,,,,,,4,7,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
58,4,2016,2,406.23594284,,1,2,,,,,0,0,5,6,2,2,71,1,,,,2,,,,,0,,0,,,2,,,,,,,,0,3,2,,,2,5,4,,,,0,1,1,0,1,0,0,0,1,1,,,,2,2,,,,,,2,1,1,,1,,1,,,3,,,,,,2,1,1,1,,,7,8,1,10,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,,
59,4,2016,1,717.05058096,1674.5901945,1,1,J,,2,,45,1,2,1,1,1,43,5,,,,,1,1,1,5,45,,0,,,,,,,,,,,0,,,,,,5,1,1,2,,0,1,0,0,0,0,0,0,0,1,,,5,2,2,,,,,,1,1,1,,1,,1,,,3,,,,,,2,,,,,,6,4,1,1,,1,12,,15000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,180000,2,,4,,
59,4,2016,2,635.10203236,947.94952603,1,3,,O,,4,0,0,2,6,6,2,69,4,,,,2,,,,,0,,0,,,1,1,1,5,36,,,1,0,,2,,,1,4,2,,,,0,1,0,0,0,0,0,0,0,1,,,,2,2,,,,,,1,1,1,,1,,1,,,2,,,,,,2,,,,,,4,4,1,1,,1,11,,15202.840278,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,167231.24306,,,2,3,11
60,4,2016,1,935.15114553,1262.2055603,1,1,R,,1,,50,1,2,1,1,1,68,5,,,,,1,1,1,6,57,,0,,,,,,,,,,,0,,,,,,,1,2,2,,0,1,0,0,0,0,0,0,0,1,,,5,1,2,,,,,,1,1,1,,2,,1,,,3,,,,,,2,,,,,,9,11,1,1,,1,12,,14500,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,,450,174450,2,,4,,
61,4,2016,1,485.17998727,,1,1,Q,,1,,75,1,2,1,1,1,46,5,,,,,1,1,1,6,75,,0,,,,,,,,,,,0,,,5,,,5,1,1,1,,0,1,0,0,0,0,0,0,0,1,,,,1,2,,,,,,1,1,1,,1,,1,,,4,1,6,,,,5,,,,,,6,6,1,1,1,1,12,,20405.083333,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,244861,,,4,,
61,4,2016,2,496.99309328,1176.1588343,1,3,,,,,0,0,5,6,6,1,80,4,,2,2,2,,,,,0,,0,,,2,,,,,,,,0,2,2,,,,3,1,3,3,,0,0,1,0,0,0,0,0,0,1,,,,4,1,1,4,3,3,4,2,3,3,,1,,1,,,7,,,,,,5,,,,,,5,4,1,1,,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,3,
