Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,MbNifkadGalKodem,HDividendShnatit,HEsekShnatit,HHashkaotShnatit,HRibitShnatit,HSchirutShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,GodelKarkaLoChaklait,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,KarkaChaklaitSetach,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_SetachMigrashBayitprati,M_ShuviDira,m_YeshAshrai,SchumHalvaaLoDiyur1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,BituachMenahalimMb1,GemelVPizuyimMB1,kHishMB1,kNeemanutMB1,kPensiaMB1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,PikdonotMB1,PniyaBank1,TChisachonMB1,m_KesefMB1,m_SchumHalvaaDiyur1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1
5851,,4,2016,269.4251597,2,0,63000,0,0,0,0,0,0,0,0,0,0,273000,2,0,2,1,1,,99999998,270000,,,,2,2,99999998,,,1,,,,,,,,,2800,,,,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,,2,,,3,3,2,,3,,1,2,,,2,,2,,,,,7,99999998,0,2,2,1,1,,,,2,4,,2,2,2,,1,2,2,2,2,2,1,1,1,,,,70,3,99999998,,,1,4,2,2,2,,1,2,,,,,,,,2,1,1,2,1,,5,3,2,1,1,5,0,0,,,6,2016,1,,,,,,,,,,,,,,,,4,,3,,,1,1,,,1,1
5853,,4,2016,381.9582268,2,0,0,0,0,0,0,0,0,0,0,0,9426.333333,95926.33333,4,2,2,1,1,,,,,,,2,1,99999998,,,2,60000,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,5,2,2,,,,2,3,3,2,,1,1,3,2,,,2,,2,,,,,5,2,0,2,2,3,4,,,,2,4,1,2,1,3,,1,2,1,2,2,2,2,2,2,,,,130,6,9,,2,1,3,3,1,2,,1,2,,,,,,,,2,2,2,2,2,,2,,2,2,2,1,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5854,,4,2016,295.6980615,2,0,0,0,0,0,0,0,0,0,0,0,1766.666667,1766.666667,3,1,2,1,1,,,,,,,2,1,30000,,,2,200000,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,5,2,2,,,,2,3,3,2,,1,,2,2,,,2,,2,,,,,1,2,0,2,2,3,3,,,,2,4,2,2,1,2,,1,2,1,2,2,2,1,2,2,,,,120,6,9,,2,1,1,3,1,3,,1,2,,,,,,,,2,2,2,2,2,,12,,2,2,2,1,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5855,,4,2016,434.0425893,1,0,0,0,0,0,0,0,0,0,0,0,7813.583333,352092.8125,3,1,2,1,1,,,,,,,2,1,30000,,,1,80000,,,,,,,,750,,,,2,1,1,,,,,2,,,,,,,,,,,,,,,,1,2,3,3,2,2,,2,,,2,5,5,,,,2,2,,,2,,2,,,,,,2,1,1,2,2,2,,,,2,4,2,2,4,7,,4,,,,,,,,,,,,100,1,,,,1,4,2,1,2,,1,2,,,,,,,,1,1,1,2,1,,4,,2,2,2,4,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5856,,4,2016,761.040444,1,0,0,0,0,0,0,0,0,0,0,0,14230,180230,3,1,2,1,1,,,,,,,1,1,28000,,99999998,1,45000,,,,,2015,11,,,1,,,2,2,1,1,,2,,,,2,,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,,2,,,2,3,5,2,,2,,3,2,,,2,,2,,,,,4,2,1,1,1,2,3,,1500000,,2,4,2,2,2,5,1,1,99999998,2,2,2,2,2,2,2,1,,,190,2,8,,2,1,3,1,2,1,,1,2,,,,,,,,1,1,1,2,1,,12,1,2,1,2,2,770000,,,,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,2,,,,2,1
5862,,4,2016,506.9595112,2,0,0,0,0,0,0,0,0,0,0,0,13920,13920,1,0,1,0,1,,,,,,,2,2,0,,,0,,,,,,,,,500,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,,3,3,2,2,,,,,3,2,2,,2,,1,2,,,2,,2,,,,,4,2,0,2,2,3,3,,,,2,4,2,2,1,2,,2,2,2,2,2,2,2,2,2,,,,50,1,99999998,,,4,4,2,,3,,2,2,,,,,,,,2,2,2,2,2,,,,2,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,
5863,,4,2016,225.9517116,2,0,0,0,0,0,0,0,0,0,0,0,7042.5,69226.5,2,0,2,1,1,,,,,10000,,2,2,99999998,,,1,,,,,,,,,2400,,,,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,3,1,1,,2,,1,2,,,2,,2,,,,,99999998,2,0,2,2,3,3,,,,2,,2,2,1,1,,2,2,2,2,2,2,2,2,2,,,,99999998,6,99999998,,,1,4,2,,2,,2,2,,,,,,,,2,2,1,2,2,,,,1,,2,3,0,,,,,,,,,,7,2016,1,,,,,,,,,,,,,,,2,,,1,2,2
5865,,4,2016,597.8204653,1,0,0,0,0,0,0,0,0,0,0,0,6064.666667,246064.6667,4,3,1,0,1,,,,,,,2,1,40000,,99999998,1,50000,,,,,2006,99999998,,,2,,,2,2,2,,,2,,2,,,,,,,,,,,,,,,2,2,2,3,5,2,,2,2,,,3,4,3,,,1,2,2,,,2,,2,,,,,,2,0,2,2,2,3,,275000,,2,4,1,2,2,3,1,2,,,,,,,,,1,,,90,5,8,,,1,4,1,1,1,,1,2,,2,2,,,,,1,1,1,2,1,,12,99999998,2,1,2,1,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5866,,4,2016,103.3017261,2,0,0,0,0,0,0,0,0,0,0,0,0,74400,1,0,1,1,0,,,,,,,2,2,0,,99999998,1,,,,,,,,,,,,,2,2,2,,,2,,,,2,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,,2,,,1,3,5,5,,3,1,2,2,,,2,,2,,,,,5,2,0,2,1,3,5,,,,2,,1,1,,,,,1,1,2,1,2,1,1,2,99999998,,99999998,99999998,3,99999998,,1,1,8,1,1,1,,1,2,,,,,,,,2,2,2,2,2,,6,,2,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
5867,,4,2016,377.2779924,2,0,0,0,0,0,0,0,0,0,0,0,18885.83333,18885.83333,1,0,1,1,0,,,,,,,2,2,0,,,2,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,4,2,2,,,,99999998,3,1,1,,1,,1,2,,,2,,2,,,,,5,2,0,2,2,5,5,,,,2,4,2,2,2,2,,2,2,2,1,2,2,1,2,2,,,,,5,99999998,,99999998,1,4,3,,3,,2,2,,,,,,,,2,2,2,2,2,,,,2,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5868,,4,2016,323.8804026,2,0,0,0,0,10800,0,0,0,0,0,0,2856,151506,4,1,3,1,2,,25000,,,25000,,1,1,110000,,1600000,1,50000,,,,,1996,1,,,,,,1,1,1,2,,2,,,,2,,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,5,2,,2,,,2,3,5,5,,3,1,3,2,,,2,,2,,,,,4,2,0,1,2,2,4,,99999998,,2,1,1,1,,,2,,2,1,2,1,2,2,2,2,1,,,160,3,7,,1,2,5,1,2,2,,1,2,,,,,,,,1,1,2,2,2,,12,12,1,1,1,1,250000,7,2016,25,,,,,,,7,2016,25,,2,2,2,1,2,2,2,,,,,,1,2,,,1,2,1
5869,,4,2016,423.1442778,1,0,0,0,0,0,35000,0,0,0,0,0,22678.83333,181178.8333,5,3,2,1,1,,,,,,,2,1,4000,,,1,35000,,,,,,,,4200,,,,2,99999998,1,,,,99999998,1,1,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,,,,,2,4,4,,2,,2,2,,,2,,2,,,,,2,99999998,1,2,2,1,2,,,,2,4,2,1,3,4,,4,99999998,2,2,1,2,2,1,2,,,,110,3,4,,,2,4,2,1,2,,1,2,,,,,,,,2,1,1,99999998,1,,12,2,2,1,2,1,0,,,,,,,,,,,,,1000000,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5871,,4,2016,445.1537643,1,0,0,0,0,0,0,0,0,0,0,0,0,719149,2,0,2,1,1,450,,,,99999999,,2,2,50000,,1500000,1,,,,,,2014,1,,,1,,,1,1,1,2,,2,2,,,1,99999999,2,2,2,2,2,2,2,2,2,2,2,1,1,,2,2,2,,2,,,2,3,4,4,,3,1,2,2,,,2,,1,1,1,99999998,,1,2,1,2,2,99999998,3,,960000,,2,3,1,1,3,4,2,2,2,1,2,2,2,2,2,2,1,,,110,4,9,,2,1,4,1,2,2,,1,2,,,,,,,,1,2,1,2,1,,,,1,,2,5,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,2,,,,2,2
5872,,4,2016,534.1457528,2,0,0,0,0,0,0,0,0,0,0,0,1841.666667,121841.6667,3,1,2,1,1,,,,,,,2,2,10000,,,2,,,,,,,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,2,2,,,,2,3,2,1,,2,,2,2,,,2,,2,,,,,4,2,0,2,2,4,4,,,,2,4,2,1,,,,,2,1,2,1,2,2,2,2,,,,50,3,99999998,,2,1,8,3,2,2,,1,2,,,,,,,,2,1,1,2,1,,8,,2,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
5874,,4,2016,92.02493163,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,99999998,,,,,2,1,2000,,,1,99999998,,,,,,,,,,,,2,2,2,,,2,,,,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,2,,,2,3,2,2,,3,1,1,2,,,2,,2,,,,,4,2,0,2,2,3,3,,,,2,4,1,2,,,,,99999998,1,2,2,2,2,2,2,3,,,120,3,99999998,,2,1,5,1,1,2,,1,2,,,,,,,,99999998,99999998,2,2,99999998,,99999998,,99999998,2,1,2,0,0,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5875,,4,2016,732.2835798,2,0,0,0,0,0,0,0,0,0,0,0,38940.83333,548940.8333,4,2,2,1,1,,400,,,,,1,1,20000,,1500000,1,80000,,,,,2015,9,,,1,,,1,1,1,2,,99999998,,,,2,,2,1,2,2,2,2,2,2,1,2,1,1,1,2,3,4,2,,2,,,2,3,4,3,,2,1,2,2,,,2,,2,,,,,6,99999998,1,2,2,99999998,2,,1080000,,2,1,1,2,2,3,2,2,2,2,2,1,2,2,2,2,1,,,98,3,9,,1,2,2,1,2,2,,1,2,,,,,,,,99999998,1,1,2,1,,12,,2,2,1,2,800000,2,2016,11,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,1,2,,,,2,1
5877,,4,2016,247.0960544,2,0,0,0,0,0,0,0,0,0,0,0,0,67800,1,0,1,1,0,,,,,,,2,1,3000,,,1,20000,,,,,,,,1600,,,,2,2,2,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,2,2,,,,,2,4,4,,3,,2,2,,,2,,2,,,,,99999998,2,1,2,2,3,3,,,,2,,2,2,3,4,,1,2,2,2,1,2,2,2,2,,,,99999998,3,99999998,,,1,4,2,,2,,2,2,,,,,,,,2,1,1,2,1,,,,2,,2,5,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,2
5878,,4,2016,992.365043,1,0,0,0,0,0,0,0,0,0,0,0,0,120633.15,2,0,2,1,1,,99999998,,,99999998,,2,2,99999998,,,1,,,,,,,,,99999998,,,,2,2,1,,,,,2,,,,,,,,,,,,,,,2,2,,99999998,3,2,2,,,,,3,2,1,,,,1,2,,,2,,2,,,,,,99999998,2,2,2,3,3,,,,2,,2,2,3,4,,3,,,,,,,,,,,,99999998,3,,,,1,4,2,,2,,2,2,,,,,,,,2,1,1,2,1,,,,1,,1,99999999,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,2,,,,2,2
5881,,4,2016,807.7511031,1,387.88,0,0,0,0,0,0,0,0,0,0,0,1073571.88,5,0,5,4,1,,,100000,,,,1,2,60000,,5500000,1,,0,,70,,,,0,,,,,2,1,1,1,99999998,2,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,,1,2,2,,1,,,2,3,5,5,,3,,6,2,1680000,,2,,2,,,,,4,2,0,1,2,2,3,99999998,,,2,4,2,1,,,,,1,1,2,2,2,1,2,2,2,1,,200,3,6,99999999,2,1,5,1,4,2,,1,2,,,,,,,,1,1,1,2,1,,,,2,,99999998,5,450000,,,,2,2016,21,,,,,,,99999998,,,,,,,2,,,,,,,2,1,,,1,2
5882,,4,2016,466.6288776,1,0,0,0,0,0,0,0,0,0,0,0,0,189257,4,3,1,1,0,,99999999,,,,,1,1,99999999,,,1,99999998,,,,,,,,99999998,,,,2,2,1,1,,,1,1,0.5,,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,99999999,2,2,,,,,2,5,4,,4,2,3,2,,,2,,2,,,,,4,2,0,2,1,99999998,3,,,,2,,1,1,,,,,2,1,2,2,2,2,1,2,,,,99999998,3,99999998,,,1,8,2,1,2,,1,2,,,,,,,,1,1,1,2,1,,12,,2,2,1,99999999,650000,0,,,,,,,,,,,,1350000,2,2,2,1,2,2,2,,,,,,,2,,,,2,1
5883,,4,2016,76.54080164,2,0,0,0,0,0,0,0,0,0,0,0,3501.866667,31108.24167,2,0,2,1,1,,99999998,,,,,2,1,50000,,,1,140000,,,,,,,,,,,,2,2,1,,,,,2,,,,2,2,1,2,1,2,2,2,2,2,2,2,1,2,99999999,3,2,2,,,,1,3,3,1,,3,1,3,2,,,2,,2,,,,,1,2,0,2,1,2,2,,,,2,3,1,1,1,3,,2,2,2,1,1,2,2,2,2,,,,114,2,6,,1,1,4,3,1,2,,1,2,,,,,,,,2,1,1,2,1,,6,,2,2,1,1,0,0,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,1
5884,,4,2016,77.4742602,2,0,0,0,0,0,0,0,0,0,0,0,1400,95924,3,1,2,1,1,,,,,,,2,1,0,,,1,35000,,,,,,,99999998,,,,,2,1,1,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,1,,4,3,1,,2,2,,2,3,3,1,,3,,2,2,,,2,,2,,,,,2,2,0,2,2,2,3,,,,2,4,,1,,,,,2,1,1,1,2,2,2,2,2,3,,170,1,9,99999998,2,1,6,1,1,2,,1,2,,,,,,,,1,1,2,2,1,,,,2,,2,3,0,,,,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,2,,,,2,2
5885,,4,2016,348.2546284,2,0,0,0,0,0,0,0,0,0,48000,0,0,63200,1,0,1,0,1,,,,,,,2,1,0,,,1,,,,,,,,,5000,,,,2,2,2,,,,,2,,,,1,2,2,2,2,2,2,2,2,1,99999998,2,2,,3,4,2,2,,,,,1,3,3,,3,1,1,2,,,2,,2,,,,,99999998,2,1,2,2,4,4,,,,2,,1,99999998,3,6,,3,2,1,2,2,1,2,2,2,,,,99999998,3,1,,,1,4,2,,3,,2,2,,,,,,,,2,2,2,2,2,,,,2,,2,2,0,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,,,,2,,,,2,2
5886,,4,2016,540.5017182,1,0,0,0,0,0,0,0,0,0,0,0,0,188672,2,0,2,1,1,,,,,,,1,2,99999999,,2000000,1,,,,,,2013,1,,,,,,2,2,2,,,2,2,,,1,1,,,,,,,,,,,,2,2,,1,2,2,,2,1,500,,3,5,99999998,1,,1,4,2,,,2,,2,,,,,,2,0,2,1,3,2,,99999999,,2,3,1,1,,,3,,,,,,,,,,1,,,160,4,7,,,1,5,1,1,1,1,1,1,,2,2,2,1,2,2,1,1,1,2,1,,,,2,,2,99999999,300000,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,2,2
5887,,4,2016,376.2535845,2,7757.6,0,0,0,0,0,0,0,0,0,0,1780,319065.6,3,1,2,1,1,,4000,,,,,1,1,80000,,1400000,1,80000,,,,,2015,5,,,1,,,2,1,1,,,2,,,,2,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,2,,2,,,2,3,3,3,,3,,2,2,,,2,,2,,,,,2,2,1,2,1,2,2,,1300000,,2,4,2,1,4,9,1,2,99999998,1,2,1,2,2,2,1,1,,,90,3,5,,2,1,4,1,1,1,,1,2,,,,,,,,2,1,1,2,1,,12,,2,2,1,1,900000,7,2016,1,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,1,2,,,,2,1
5891,,4,2016,293.1195861,1,0,0,0,0,0,0,0,0,0,0,0,44691,123691,1,0,1,1,0,,,,,,,1,1,20000,,1100000,1,25000,,,,,1995,99999998,,,2,,,1,2,1,2,,2,,,,2,,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,3,2,,2,,,2,3,3,2,,3,1,1,2,,,2,,2,,,,,8,2,0,2,1,4,4,,164000,,2,4,1,2,,,1,,2,2,2,1,2,2,2,2,1,,,90,3,3,,2,1,6,1,1,2,,1,2,,,,,,,,2,2,2,2,1,,1,,2,2,2,2,120000,,,,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,2,,,,2,1
5896,,4,2016,613.9624585,1,0,0,0,0,0,0,0,0,0,0,0,51209.83333,150199.8333,3,1,2,1,1,498,,,,150000,,2,2,2500,,,1,,,,,,,,,2400,,,,2,2,1,,,,,2,,,,2,2,1,2,2,1,2,2,2,1,2,2,2,,4,4,2,2,,,,,3,3,3,,3,1,1,2,,,2,,1,1,1,350000,,6,2,0,2,2,4,3,,,,2,4,1,2,,,,,2,1,2,1,2,2,2,2,,,,78,3,6,,,1,5,2,1,2,,1,2,,,,,,,,1,1,1,2,1,,,,1,,2,3,0,,,,,,,,,,3,2015,27,,,,,,,,,,,,,,,2,,,1,2,2
5898,,4,2016,780.6109988,1,0,0,0,0,0,0,0,0,0,0,0,0,174000,2,0,2,1,1,,,,,15000,,2,2,5000,,,1,,,,,,,,,2600,,,,2,2,2,,,,,2,,,,,,,,,,,,,,,,2,2,2,2,2,2,,2,,,3,2,2,,,,1,2,,,2,,2,,,,,,2,0,1,2,3,3,,,,2,4,2,2,1,3,,1,,,,,,,,,,,,50,3,,,,1,4,2,1,1,,1,2,,,,,,,,2,1,2,2,1,,12,,1,2,2,1,0,,,,,,,,,,4,2016,1,,,,,,,,,,,,,,,2,,,1,2,1
5899,,4,2016,496.7656441,2,0,0,0,0,0,0,0,0,0,0,0,63271.5,289595.5,4,2,2,1,1,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,,4,2016,567.0414859,1,0,0,0,0,0,0,0,0,0,0,0,29564.08333,408493.0833,4,2,2,1,1,,,,,,,2,2,99999998,,,1,,,,,,,,,4600,,,,2,2,1,,,,,2,,,,,,,,,,,,,,,,2,,2,2,2,2,,2,,,3,3,3,,,,1,2,,,2,,2,,,,,,2,1,2,2,2,2,,,,2,4,2,1,4,6,,4,,,,,,,,,,,,85,4,,,,1,4,2,1,2,1,1,1,,,,2,2,2,1,2,1,2,2,1,,,,2,,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5904,,4,2016,533.6825926,1,0,0,0,0,36000,0,0,0,0,0,0,1770,141990,3,1,2,1,1,,,,,99999999,,2,2,17000,,2200000,1,,,,,,1997,11,,,,,,2,2,1,1,,2,2,1,1,,,,,,,,,,,,,,1,1,,2,2,2,,2,2,,,3,5,5,,,1,3,2,,,2,,2,,,,,,2,1,2,2,3,3,,99999998,,2,1,1,1,3,9,2,2,,,,,,,,,1,,,130,5,7,,,1,4,1,2,3,,1,2,,2,2,,,,,1,1,1,2,1,,,,1,,2,5,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,2,,,,2,2
5905,,4,2016,241.6552275,2,0,0,0,0,0,0,0,0,0,0,0,3110.666667,27110.66667,3,1,2,2,0,,,,,,,1,2,4000,,,1,,,,,,,,99999998,,,,,2,1,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,,2,,,2,3,5,3,,4,,3,2,,,2,,2,,,,,1,2,0,1,2,3,2,,,,2,4,,1,,,,,2,1,1,1,2,1,2,2,2,3,3,370,1,9,99999998,2,1,8,1,2,2,,1,2,,,,,,,,2,2,2,2,2,,2,,2,2,2,1,99999998,,,,,,,,,,,,,,,,,,,,2,,2,,,,,1,,,,2,1
5907,,4,2016,312.5195244,2,0,0,0,0,0,0,0,0,0,0,0,0,480000,1,0,1,1,0,,,,,,,2,2,20000,650,3500000,1,,,,,,,,99999998,,,,,2,2,1,2,99999998,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,,2,2,2,,2,,,2,3,5,5,,3,1,2,2,,,2,,2,,,,,6,2,0,2,1,3,3,99999998,,,2,4,1,1,,,,,99999998,1,2,1,2,1,2,2,2,1,,170,3,7,99999998,2,1,8,1,1,1,,1,2,,,,,,,,1,1,1,2,1,,,,2,,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5908,,4,2016,210.2798369,1,0,0,0,0,0,0,0,0,0,0,0,0,84000,1,0,1,1,0,,,,,,,2,2,4000,,,1,,,,,,,,,3100,,,,2,2,1,,,,,2,,,,,,,,,,,,,,,,2,,4,3,2,2,,2,,,3,4,4,,,,2,2,,,2,,2,,,,,,99999998,1,2,2,3,3,,,,2,3,2,1,2,4,,2,,,,,,,,,,,,110,2,,,,1,4,2,,3,,2,2,,,,,,,,2,2,1,2,1,,,,2,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
5911,,4,2016,608.1528477,1,0,0,0,0,0,0,0,0,0,0,0,2650.5,366415.5,5,0,5,3,2,,500,,,99999998,,2,1,99999998,,,1,99999998,,,,,,,,5000,,,,2,2,1,2,,,,2,,,,,,,,,,,,,,,1,2,1,1,3,2,2,,,,,3,5,5,,,,2,2,,,2,,2,,,,,,2,0,1,1,3,3,,,,2,4,2,2,,,,,,,,,,,,,,,,125,3,,,,1,8,2,2,1,,1,2,,,,,,,,2,1,2,2,1,6,6,99999998,1,1,1,99999998,0,4,2016,15,,,,,,,0,,,,2,2,2,1,2,2,,,,,,,1,2,,,,99999998,1
5912,,4,2016,791.8713926,2,0,0,0,0,0,0,0,0,0,0,0,0,138000,1,0,1,0,1,,,,,,,2,2,10000,,,1,,,,,,,,,3300,,,,2,1,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,,,,,3,2,2,,1,,1,2,,,2,,2,,,,,3,2,0,2,2,3,2,,,,2,4,2,2,1,1,,1,2,1,2,2,2,2,2,2,,,,50,2,99999998,,,1,4,2,,2,,2,2,,,,,,,,2,2,2,2,1,,12,,2,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
5913,,4,2016,128.44636,2,0,0,0,0,0,0,0,0,0,0,0,34303.5,40903.5,1,0,1,0,1,,,,,40000,,2,2,2500,,99999998,1,,,,,,1994,2,,,1,,,2,2,1,1,,2,,,,2,,1,2,2,2,2,2,2,2,1,2,2,1,2,,3,3,2,,2,,,2,3,3,3,,3,,1,2,,,2,,2,,,,,3,2,0,2,1,3,3,,118000,,2,1,2,2,,,2,,2,1,2,2,2,2,2,2,1,,,,5,6,,1,1,5,1,,1,,2,2,,,,,,,,2,2,2,2,2,,,,1,,2,3,0,,,,,,,,,,4,2016,25,,,,,,,,,,,,,,,2,,,1,2,2
